iter	Logloss
728	0.001018711298
729	0.001018711298
730	0.001018711298
731	0.001018711298
732	0.001018711298
733	0.001018711298
734	0.001018711298
735	0.001018711298
736	0.001018711298
737	0.001018711298
738	0.001018711298
739	0.001018711298
740	0.001018711298
741	0.001018711298
742	0.001018711298
743	0.001018711298
744	0.001018711298
745	0.001018711298
746	0.001018711298
747	0.001018711298
748	0.001018711298
749	0.001018711298
750	0.001018711298
751	0.001018711298
752	0.001018711298
753	0.001018711298
754	0.001018711298
755	0.001018711298
756	0.001018711298
757	0.001018711298
758	0.001018711298
759	0.001018711298
760	0.001018711298
761	0.001018711298
762	0.001018711298
763	0.001018711298
764	0.001018711298
765	0.001018711298
766	0.00767	0.001152914513
768	0.001152914513
769	0.001152914513
770	0.001152914513
771	0.001152914513
772	0.001152914513
773	0.001152914513
774	0.001152914513
775	0.001152914513
776	0.001152914513
777	0.001152914513
778	0.001152914513
779	0.001152914513
780	0.001152914513
781	0.001152914513
782	0.001152914513
783	0.001152914513
784	0.001152914513
785	0.001152914513
786	0.001152914513
787	0.001152914513
788	0.001152914513
789	0.001152914513
790	0.001152914513
791	0.001152914513
792	0.001152914513
793	0.001152914513
794	0.001152914513
795	0.001152914513
796	0.001152914513
797	0.001152914513
798	0.001152914513
799	0.001152914513
800	0.001152914513
801	0.001152914513
802	0.001152914513
803	0.001152914513
804	0.001152914513
805	0.001152914513
806	0.001152914513
807	0.001152914513
808	0.001152914513
809	0.001152914513
810	0.001152914513
811	0.001152914513
812	0.001152914513
813	0.001152914513
814	0.001152914513
815	0.001152914513
816	0.001152914513
817	0.001152914513
818	0.001152914513
819	0.001152914513
820	0.001152914513
821	0.001152914513
822	0.001152914513
823	0.001152914513
824	0.001152914513
825	0.001152914513
826	0.001152914513
827	0.001152914513
828	0.001152914513
829	0.001152914513
830	0.001152914513
831	0.001152914513
832	0.001152914513
833	0.001152914513
834	0.001152914513
835	0.001152914513
836	0.001152914513
837	0.001152914513
838	0.001152914513
839	0.001152914513
840	0.001152914513
841	0.001152914513
842	0.001152914513
843	0.001152914513
844	0.001152914513
845	0.001152914513
846	0.001152914513
847	0.001152914513
848	0.001152914513
849	0.001152914513
850	0.001152914513
851	0.001152914513
852	0.001152914513
853	0.001152914513
854	0.001152914513
855	0.001152914513
856	0.001152914513
857	0.001152914513
858	0.001152914513
859	0.001152914513
860	0.001152914513
861	0.001152914513
862	0.001152914513
863	0.001152914513
864	0.001152914513
865	0.001152914513
866	0.001152914513
867	0.001152914513
868	0.001152914513
869	0.001152914513
870	0.001152914513
871	0.001152914513
872	0.001152914513
873	0.001152914513
874	0.001152914513
875	0.001152914513
876	0.001152914513
877	0.001152914513
878	0.001152914513
879	0.001152914513
880	0.001152914513
881	0.001152914513
882	0.001152914513
883	0.001152914513
884	0.001152914513
885	0.001152914513
886	0.001152914513
887	0.001152914513
888	0.001152914513
889	0.001152914513
890	0.001152914513
891	0.001152914513
892	0.001152914513
893	0.001152914513
894	0.001152914513
895	0.001152914513
896	0.001152914513
897	0.001152914513
898	0.001152914513
899	0.001152914513
900	0.001152914513
901	0.001152914513
902	0.001152914513
903	0.001152914513
904	0.001152914513
905	0.001152914513
906	0.001152914513
907	0.001152914513
908	0.001152914513
909	0.001152914513
910	0.001152914513
911	0.001152914513
912	0.001152914513
913	0.001152914513
914	0.001152914513
915	0.001152914513
916	0.001152914513
917	0.001152914513
918	0.001152914513
919	0.001152914513
920	0.001152914513
921	0.001152914513
922	0.001152914513
923	0.001152914513
924	0.001152914513
925	0.001152914513
926	0.001152914513
927	0.001152914513
928	0.001152914513
929	0.001152914513
930	0.001152914513
931	0.001152914513
932	0.001152914513
933	0.001152914513
934	0.001152914513
935	0.001152914513
936	0.001152914513
937	0.001152914513
938	0.001152914513
939	0.001152914513
940	0.001152914513
941	0.001152914513
942	0.001152914513
943	0.001152914513
944	0.001152914513
945	0.001152914513
946	0.001152914513
947	0.001152914513
948	0.001152914513
949	0.001152914513
950	0.001152914513
951	0.001152914513
952	0.001152914513
953	0.001152914513
954	0.001152914513
955	0.001152914513
956	0.001152914513
957	0.001152914513
958	0.001152914513
959	0.001152914513
960	0.001152914513
961	0.001152914513
962	0.001152914513
963	0.001152914513
964	0.001152914513
965	0.001152914513
966	0.001152914513
967	0.001152914513
968	0.001152914513
969	0.001152914513
970	0.001152914513
971	0.001152914513
972	0.001152914513
973	0.001152914513
974	0.001152914513
975	0.001152914513
976	0.001152914513
977	0.001152914513
978	0.001152914513
979	0.001152914513
980	0.001152914513
981	0.001152914513
982	0.001152914513
983	0.001152914513
984	0.001152914513
985	0.001152914513
986	0.001152914513
987	0.001152914513
988	0.001152914513
989	0.001152914513
990	0.001152914513
991	0.001152914513
992	0.001152914513
993	0.001152914513
994	0.001152914513
995	0.001152914513
996	0.001152914513
997	0.001152914513
998	0.001152914513
999	0.001152914513
1018711298
